1	0.230711
2	0.446017
3	0.632109
4	0.7781940000000001
5	0.877589
6	0.928361
7	0.9334519999999999
8	0.900265
9	0.839775
10	0.765244
11	0.690697
12	0.629318
13	0.591952
14	0.5858680000000001
15	0.6139250000000001
16	0.674242
17	0.760386
18	0.862081
19	0.966351
20	1.05896
21	1.126
22	1.1555
23	1.13871
24	1.07121
25	0.95339
26	0.7905219999999999
27	0.5922269999999999
28	0.371515
29	0.143435
30	-0.0764884
31	-0.273866
32	-0.436932
33	-0.557742
34	-0.632941
35	-0.66404
36	-0.65715
37	-0.62221
38	-0.571807
39	-0.519699
40	-0.479222
41	-0.46174
42	-0.475333
43	-0.523838
44	-0.606378
45	-0.717415
46	-0.84732
47	-0.983409
48	-1.11133
49	-1.21661
50	-1.2863
51	-1.31037
52	-1.28286
53	-1.20255
54	-1.07316
55	-0.90298
56	-0.7040149999999999
57	-0.490735
58	-0.278552
59	-0.082208
60	0.08576259999999999
61	0.216324
62	0.304838
63	0.351476
64	0.361105
65	0.342647
66	0.308001
67	0.270632
68	0.243993
69	0.239952
70	0.267394
71	0.33116
72	0.431437
73	0.563659
74	0.718955
75	0.885059
76	1.04762
77	1.19173
78	1.30357
79	1.37184
80	1.38909
81	1.35244
82	1.26399
83	1.13055
84	0.962961
85	0.774901
86	0.5814589999999999
87	0.397516
88	0.236171
89	0.107374
90	0.0169058
91	-0.0341725
92	-0.0495489
93	-0.0371606
94	-0.00822431
95	0.0240973
96	0.0462439
97	0.0458505
98	0.013208
99	-0.0575711
100	-0.167809
